confidence,comments,style,texts,p_id,feedback,consent
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4,"I ran a 10 Miler on May 15th. I was slightly disappointed that I bonked at mile 7. I still finished the distance, but I noticed a drastic *increase* in mile pace once my body started to shut down. I didn't hydrate properly the night before... and I didn't fuel during the run. It's so strange that one forgets that the body needs energy too. Over all I was proud of myself for keeping my committment to cover the miles...",5f4eb642ce413e0ecc88e227,,I agree
1: Not Confident. You were unsure or found the text ambiguous,,3,"This is an experiment for a rainy day. I wrote some entries for this blog a couple of weeks ago but deleted them. I don't want fame ! But I do enjoy reading blogs and now that I've mysteriously acquired a comment, I feel it's only right to give something back. So about this lack of desire for fame.",5f4eb642ce413e0ecc88e227,,I agree
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2,"I called Mom and asked her to read the recipe to me over the phone. I had made it many times so I really just needed the ingredients. I made the fudge, there in my own kitchen far from home and it tasted just as good as it did at home. 1 c. sugar 1 c. brown sugar 3/4 c. milk 2 Tbs. light corn syrup 3 Tbs. butter 1/2 c. or more peanut butter 1 tsp vanilla Mix sugars, milk, and corn syrup in a pan and cook until the soft ball stage.",5f4eb642ce413e0ecc88e227,,I agree
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3,The crowed cheered as the fireworks began. There was a massive eruption. Several smaller bursts followed. The smoke clears as more eruptions continued. Eventually the fireworks wained.,614eb0a92921d8c1e64f4873,No feedback. Thank you. ,I agree
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,Scary,2,"We walked down a scary path. We saw urns stored near a funeral. Inside the columbarium, it was dark. We waited around, hoping for a ghost. We didn't see a ghost, but we did see a startling statue.",614eb0a92921d8c1e64f4873,No feedback. Thank you. ,I agree
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3,"I was hanging out with friends at the bar. We took a lot of pictures. It a time filled with fun. There was a lot of food to eat. I think, we should have such meet up weekly.",614eb0a92921d8c1e64f4873,No feedback. Thank you. ,I agree
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,Last sentence too enthusiastic ,2,"Last night, we were trying to decide what to have for dinner, so we looked at some menus. My best friend got distracted and suggested we go to a pet show she'd heard about. My other friend got her back on track, and we talked more about restaurants and menus. I remembered one restaurant we used to go to go to that closed down and we miss. It seemed like we had read a million menus for hours and hours!",614eb0a92921d8c1e64f4873,No feedback. Thank you. ,I agree
4: Very Confident. You were very certain about your judgment with no hesitation,Factual ,3,"I went and took pictures of people, places, and things. I tried this neck shot. I also took a picture of a butterfly. My favorite picture is one of a lizard. The last picture was one in a bowling alley.",614eb0a92921d8c1e64f4873,No feedback. Thank you. ,I agree
1: Not Confident. You were unsure or found the text ambiguous,So many exclamation points ,3,"Wow, a carnival and a rodeo! There's nothing like watching a cowpony enjoy a run. This horse has his eye on the target If the cowboy does his toss right, neither he nor the calf gets hurt. Thrills and spills at the rodeo! IT IS A COLOURFUL LIGHTS",614eb0a92921d8c1e64f4873,No feedback. Thank you. ,I agree
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3,"The cow is ready to go on a adventure. First he climbed onto this statue. Next, he felt rebellious and broke the rules of the no trespassing sign. The adrenaline from the mischievous behavior led him to the cattle barn. After which he finally ended his journey at the State Fair grounds.",614eb0a92921d8c1e64f4873,No feedback. Thank you. ,I agree
1: Not Confident. You were unsure or found the text ambiguous,Words like goofy ,3,"We had a night of fun. We gathered at an apartment and had some drinks. Some guy was thinking it'd be funny to put his head in a vice. A friend offered a sip of some ails. It was a good time, and we got goofy that night.",614eb0a92921d8c1e64f4873,No feedback. Thank you. ,I agree
1: Not Confident. You were unsure or found the text ambiguous,Seemed neutral but is just the facts ,4,"I took my son to the parade in July. We honored the veterans as they rode through parade. As the fireworks detonated, the floats drove past the dealership. We clapped as the trombones passed with all the musicians. The local school put on a performance. Every year, the snow fall begins around the same time.",614eb0a92921d8c1e64f4873,No feedback. Thank you. ,I agree
4: Very Confident. You were very certain about your judgment with no hesitation,,2,This is an attention check. Please select 'Somewhat Feminine (2)' and '4: Very Confident. You were very certain about your judgment with no hesitation',614eb0a92921d8c1e64f4873,No feedback. Thank you. ,I agree
1: Not Confident. You were unsure or found the text ambiguous,Being scared of a spider? ,2,"When in the woods, I saw such gigantic spider webs I needed to keep walking! There was this giant spider that was so nasty and plump, and it was sitting on a leaf. Although I was scared, I was still curious as to how a web that big was made from that type of small spider. After examining the web, I walked out of the woods, and started walking towards my route home, where I was waiting for the subway. On the way into the station, I saw this unique art show display, which was a very cool pyramid-like creation.",614eb0a92921d8c1e64f4873,No feedback. Thank you. ,I agree
1: Not Confident. You were unsure or found the text ambiguous,Supporting life journey being content ,2,"I dedicate my life to supporting other people as they create their ideal lives and accomplish their objectives. Clearly I practice what I teach, therefore each new perspective I add to my information base rewards us all. Hence I set myself the job of discovering what the Bible can provide to individuals who genuinely want to locate a life-journey that is content, wealthy and fulfilling.",614eb0a92921d8c1e64f4873,No feedback. Thank you. ,I agree
