confidence,comments,style,texts,text_id,label,data,p_id,feedback,consent,style_score,confidence_score
1: Not Confident. You were unsure or found the text ambiguous,You were unsure or found the text ambiguous,5: Very Masculine,This is an attention check. Please select 'Very Masculine (5)' and '1: Not Confident. You were unsure or found the text ambiguous',3,,,614ebfa6eff131515482a146,"Not all of the sentences were written plainly or clearly, and it felt like some of them were more neutral than masculine. The feminine ones stood out a lot.",I agree,5,1
1: Not Confident. You were unsure or found the text ambiguous,"Neutral language without a hard swing to the emotional or the logical, a baseline.",3: Neutral,"Okay everybody get ready, it's about to begin Who is this lady standing next to me? I knew somebody would take her off my hands someday. I hope nobody notices this is not enough food. It really wasn't enough food too many people decided to show up.",29974_4,Male,PASTEL,614ebfa6eff131515482a146,"Not all of the sentences were written plainly or clearly, and it felt like some of them were more neutral than masculine. The feminine ones stood out a lot.",I agree,3,1
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,"Neutral language without a hard swing to the emotional or the logical, a baseline.",3: Neutral,"With all the services and present day products currently being uncovered every day and deliver into use for the betterment of folks, today the most critical facility and care that is essential by most men and women out in the earth is the medical treatment and medical facilities. With escalating ...",c0f2f080e01177df5ac35d18dedb3831,female,PAN13-EN,614ebfa6eff131515482a146,"Not all of the sentences were written plainly or clearly, and it felt like some of them were more neutral than masculine. The feminine ones stood out a lot.",I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,"Uses clear and precise instructions, little or no emotional language involved with focus on logic.",5: Very Masculine,"The temperature at which book paper catches fire and burns... Rather mesmerizing book I'm reading now, written in the 1950's and still relevant even today. Before reading it, I didn't realize it was a utopia kind of story and while I've read 1984 and Brave New World, this book just didn't come to...",3670664,0,BLOG,614ebfa6eff131515482a146,"Not all of the sentences were written plainly or clearly, and it felt like some of them were more neutral than masculine. The feminine ones stood out a lot.",I agree,5,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,"
Uses more logical and rational language without grand sentiments or feeling.",4: Somewhat Masculine,"If a person possesses a fever, what does he do?If it is not too significant, then drinking meds will do the trick.However, you will need professional advice if you have a significant disease.Negotiating a credit card debt settlement requires an expert.It would be a hard task for a normal person t...",879113f7ec959bd12153b837828ff48e,male,PAN13-EN,614ebfa6eff131515482a146,"Not all of the sentences were written plainly or clearly, and it felt like some of them were more neutral than masculine. The feminine ones stood out a lot.",I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,"Neutral language without a hard swing to the emotional or the logical, a baseline.",3: Neutral,"Many of the town's citizens decided to take part in the peace march. People of all different backgrounds and races attended. They all carried banners and signs proclaiming their peaceful, progressive beliefs. Young and old people alike were in attendance, lending their support. Later, a march focusing on police excesses followed.",37480_1,Male,PASTEL,614ebfa6eff131515482a146,"Not all of the sentences were written plainly or clearly, and it felt like some of them were more neutral than masculine. The feminine ones stood out a lot.",I agree,3,3
4: Very Confident. You were very certain about your judgment with no hesitation,"Uses emotional and sentimental language, focused on feelings over logic and reasoning. ",1: Very Feminine,All or Nothing Uhh I know when he's been on your mind That distant look is in your eyes I thought with time you'd realize It's over over It's not the way I choose to live And something somewhere's got to give As sharing this relationship gets older older You know I'd fight for you But how I can f...,3531507,1,BLOG,614ebfa6eff131515482a146,"Not all of the sentences were written plainly or clearly, and it felt like some of them were more neutral than masculine. The feminine ones stood out a lot.",I agree,1,4
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,Uses more logical and rational language without grand sentiments or feeling.,4: Somewhat Masculine,"DOWNLOAD 'IPOOL' Online Pool - 8-ball, 9-ball, carom, 14-1, billiards. Online multiplayer pool game with realistic game physics and accurate table / ball dimensions. Fun yet tactical game of pool. Play online now against others for free or register for the full features, which include free entry...",3374786,0,BLOG,614ebfa6eff131515482a146,"Not all of the sentences were written plainly or clearly, and it felt like some of them were more neutral than masculine. The feminine ones stood out a lot.",I agree,4,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,"Neutral language without a hard swing to the emotional or the logical, a baseline.",3: Neutral,"The greatest challenge individuals who have opted for a meat or dairy totally free diet have is getting enough protein. Your system needs protein for healthy muscle tissue, immune system, cells and tissues and for the production of hormones. But, like anything else, it really is possible to overd...",3d34b37db7af3c1dc31c9f19f9ff0f7,male,PAN13-EN,614ebfa6eff131515482a146,"Not all of the sentences were written plainly or clearly, and it felt like some of them were more neutral than masculine. The feminine ones stood out a lot.",I agree,3,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,"Uses some emotional language or flourishes, but maintains some neutrality.
",2: Somewhat Feminine,"Ok, so I have read ALOT of other peoples blogs and as of yet I think 3 people (friends of course) have read mine. I am going to start looking into places I can post my link so that I can get complete strangers to read my ramblings!! Why would I want complete strangers to read any of my daily nons...",3578919,1,BLOG,614ebfa6eff131515482a146,"Not all of the sentences were written plainly or clearly, and it felt like some of them were more neutral than masculine. The feminine ones stood out a lot.",I agree,2,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,"Uses some emotional language or flourishes, but maintains some neutrality.
",2: Somewhat Feminine,"dearest diary, i do not know wad to put for today's title..haha..so i will talk anything under the sun...haha...lets see... i got back my papers and i FAILED BOTH MATHS!!!haha...well what can i do right?haha...chinese i pass and english summary is the best...normally i get 7 and 8 marks now i hav...",3322392,1,BLOG,614ebfa6eff131515482a146,"Not all of the sentences were written plainly or clearly, and it felt like some of them were more neutral than masculine. The feminine ones stood out a lot.",I agree,2,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,"Neutral language without a hard swing to the emotional or the logical, a baseline.",3: Neutral,"'Go to America. It's filled with opportunity and knowledge' 'Go to Canada. It's fewer crime rate' 'Go to China. It's better than America' Going to a place where a person feels that he belongs, that is an exciting feeling fill with wonder and optimism. But... For many, the result is a great disapp...",3539139,0,BLOG,614ebfa6eff131515482a146,"Not all of the sentences were written plainly or clearly, and it felt like some of them were more neutral than masculine. The feminine ones stood out a lot.",I agree,3,2
